Date,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
2004-06-25,0.8109276294708252,,,0.9561048549197506,,,0.795741677046976,,,0.8868570168064206,,,372343469,,
2004-06-28,0.729835033416748,,,0.7459318495827202,,,0.729835033416748,,,0.729835033416748,,,19295030,,
2004-06-29,0.6569427251815796,,,0.6678764770844307,,,0.6569427251815796,,,0.6569427251815796,,,68509132,,
2004-06-30,0.64023756980896,,,0.6630167828877456,,,0.6323408302852849,,,0.6332525853449354,,,78161668,,
2004-07-01,0.6347711086273193,,,0.6545125604806438,,,0.6323408703826097,,,0.6423636648074371,,,41173799,,
2004-07-02,0.5965025424957275,,,0.6444896555781313,,,0.5779754399492112,,,0.635986142153635,,,68982554,,
2004-07-05,0.596805989742279,,,0.6028808119306795,,,0.5801015521791277,,,0.5977176979469544,,,30401835,,
2004-07-06,0.5980210900306702,,,0.6125994266106125,,,0.5892134387095481,,,0.5922504516198132,,,25690986,,
2004-07-07,0.5849611163139343,,,0.5983243066090275,,,0.5773677663669405,,,0.596805824011428,,,24940043,,
2004-07-08,0.586176335811615,,,0.5937688909524844,,,0.5807090852127939,,,0.5816200437901454,,,11446797,,
2004-07-09,0.5785830020904541,,,0.5977176286594698,,,0.5776720435587824,,,0.5937688611780568,,,17783362,,
2004-07-12,0.5378851890563965,,,0.5767604300572245,,,0.5345439919151244,,,0.5709897909452275,,,30638288,,
2004-07-13,0.5403144955635071,,,0.544566650393787,,,0.5190545646753362,,,0.5375808704161302,,,18990259,,
2004-07-14,0.5433516502380371,,,0.5436558341033639,,,0.5202690466900927,,,0.5375810110630433,,,17526880,,
2004-07-15,0.5555005073547363,,,0.5703829818269971,,,0.5375809729374759,,,0.5460852373719155,,,26856684,,
2004-07-16,0.5816200375556946,,,0.5910352593177002,,,0.5497297415840232,,,0.5542852839893053,,,38520810,,
2004-07-19,0.5755459666252136,,,0.5910352124678292,,,0.5679526157523282,,,0.581924175227433,,,20268244,,
2004-07-20,0.5685601234436035,,,0.5825308849445054,,,0.5679525523760677,,,0.5755459024016321,,,14339292,,
